Time Serie,,,EU/US,EU change %,EU c change %,,,UK/US,UK change %,UK c change %,,,INDIA/US,INDIAchange %,INDIA c change %,,,SRLNK/US,SRLNK change %,SRLNK c change %
10/17/16,,,0.9091,-0.13%,0.58%,,,0.8206,0.02%,36.73%,,,66.8,0.17%,#VALUE!,,,146.8,0.17%,72.76%
10/18/16,,,0.9093,0.02%,0.60%,,,0.8123,-1.01%,35.72%,,,66.71,-0.14%,#VALUE!,,,146.75,-0.03%,72.73%
10/19/16,,,0.9119,0.29%,0.89%,,,0.8144,0.26%,35.98%,,,66.64,-0.11%,#VALUE!,,,146.9,0.10%,72.83%
10/20/16,,,0.9146,0.30%,1.18%,,,0.8159,0.18%,36.16%,,,66.83,0.29%,#VALUE!,,,146.7,-0.14%,72.69%
10/21/16,,,0.9203,0.62%,1.81%,,,0.819,0.38%,36.54%,,,66.94,0.17%,#VALUE!,,,147,0.20%,72.90%
10/24/16,,,0.9184,-0.21%,1.60%,,,0.8194,0.05%,36.59%,,,66.89,-0.08%,#VALUE!,,,146.9,-0.07%,72.83%
10/25/16,,,0.9183,-0.01%,1.59%,,,0.8221,0.33%,36.92%,,,66.8,-0.14%,#VALUE!,,,147.1,0.14%,72.97%
10/26/16,,,0.9161,-0.24%,1.35%,,,0.8174,-0.57%,36.35%,,,66.83,0.05%,#VALUE!,,,147.1,0.00%,72.97%
10/27/16,,,0.9171,0.11%,1.46%,,,0.8215,0.50%,36.85%,,,66.85,0.03%,#VALUE!,,,147.5,0.27%,73.24%
10/28/16,,,0.9146,-0.27%,1.19%,,,0.8227,0.15%,36.99%,,,66.78,-0.11%,#VALUE!,,,147.6,0.07%,73.31%
10/31/16,,,0.9122,-0.26%,0.92%,,,0.8189,-0.46%,36.53%,,,66.72,-0.09%,#VALUE!,,,147.6,0.00%,73.31%
11/1/16,,,0.9056,-0.72%,0.20%,,,0.8185,-0.05%,36.48%,,,66.7,-0.03%,#VALUE!,,,147.5,-0.07%,73.24%
11/2/16,,,0.8994,-0.68%,-0.49%,,,0.812,-0.79%,35.69%,,,66.66,-0.06%,#VALUE!,,,147.75,0.17%,73.41%
11/3/16,,,0.9014,0.22%,-0.26%,,,0.803,-1.11%,34.58%,,,66.68,0.03%,#VALUE!,,,147.5,-0.17%,73.24%
11/4/16,,,0.8992,-0.24%,-0.51%,,,0.7971,-0.73%,33.85%,,,66.75,0.11%,#VALUE!,,,147.5,0.00%,73.24%
11/7/16,,,0.906,0.76%,0.25%,,,0.8063,1.15%,35.00%,,,66.73,-0.03%,#VALUE!,,,147.75,0.17%,73.41%
11/8/16,,,0.9063,0.03%,0.28%,,,0.8083,0.25%,35.25%,,,66.39,-0.51%,#VALUE!,,,147.5,-0.17%,73.24%
11/9/16,,,0.9131,0.75%,1.03%,,,0.8017,-0.82%,34.43%,,,66.48,0.14%,#VALUE!,,,147.6,0.07%,73.31%
11/10/16,,,0.9189,0.64%,1.67%,,,0.7985,-0.40%,34.03%,,,66.86,0.57%,#VALUE!,,,147.4,-0.14%,73.17%
11/14/16,,,0.9326,1.49%,3.16%,,,0.802,0.44%,34.47%,,,67.78,1.38%,#VALUE!,,,147.3,-0.07%,73.10%
11/15/16,,,0.9323,-0.03%,3.13%,,,0.805,0.37%,34.84%,,,67.8,0.03%,#VALUE!,,,147.75,0.31%,73.41%
11/16/16,,,0.9347,0.26%,3.38%,,,0.8032,-0.22%,34.62%,,,68.07,0.40%,#VALUE!,,,147.75,0.00%,73.41%
11/17/16,,,0.9384,0.40%,3.78%,,,0.8032,0.00%,34.62%,,,67.93,-0.21%,#VALUE!,,,147.75,0.00%,73.41%
11/18/16,,,0.9434,0.53%,4.31%,,,0.8112,1.00%,35.62%,,,68.12,0.28%,#VALUE!,,,148,0.17%,73.58%
11/21/16,,,0.9437,0.03%,4.35%,,,0.8017,-1.17%,34.45%,,,68.23,0.16%,#VALUE!,,,147.95,-0.03%,73.54%
11/22/16,,,0.9418,-0.20%,4.14%,,,0.8049,0.40%,34.84%,,,68.4,0.25%,#VALUE!,,,148,0.03%,73.58%
11/23/16,,,0.947,0.55%,4.70%,,,0.8027,-0.27%,34.57%,,,68.86,0.67%,#VALUE!,,,148,0.00%,73.58%
11/25/16,,,0.9438,-0.34%,4.36%,,,0.8024,-0.04%,34.53%,,,68.59,-0.39%,#VALUE!,,,148.2,0.14%,73.71%
11/28/16,,,0.9455,0.18%,4.54%,,,0.8057,0.41%,34.95%,,,68.56,-0.04%,#VALUE!,,,148.2,0.00%,73.71%
11/29/16,,,0.9411,-0.47%,4.07%,,,0.7997,-0.74%,34.20%,,,68.64,0.12%,#VALUE!,,,148.4,0.13%,73.85%
11/30/16,,,0.9454,0.46%,4.53%,,,0.8012,0.19%,34.39%,,,68.56,-0.12%,#VALUE!,,,148.4,0.00%,73.85%
12/1/16,,,0.9404,-0.53%,4.00%,,,0.7939,-0.91%,33.48%,,,68.29,-0.39%,#VALUE!,,,148.1,-0.20%,73.65%
12/2/16,,,0.9376,-0.30%,3.70%,,,0.7883,-0.71%,32.77%,,,68.04,-0.37%,#VALUE!,,,148.3,0.14%,73.78%
12/5/16,,,0.9326,-0.53%,3.17%,,,0.7869,-0.18%,32.59%,,,68.06,0.03%,#VALUE!,,,148.1,-0.13%,73.65%
12/6/16,,,0.9331,0.05%,3.22%,,,0.787,0.01%,32.61%,,,67.72,-0.50%,#VALUE!,,,148.8,0.47%,74.12%
12/7/16,,,0.9295,-0.39%,2.84%,,,0.7934,0.81%,33.42%,,,67.5,-0.33%,#VALUE!,,,148.4,-0.27%,73.85%
12/8/16,,,0.9412,1.26%,4.10%,,,0.7953,0.24%,33.66%,,,67.42,-0.12%,#VALUE!,,,148.5,0.07%,73.92%
12/9/16,,,0.9487,0.80%,4.89%,,,0.7943,-0.13%,33.53%,,,67.51,0.13%,#VALUE!,,,148.6,0.07%,73.99%
12/12/16,,,0.9429,-0.61%,4.28%,,,0.7888,-0.69%,32.84%,,,67.38,-0.19%,#VALUE!,,,148.4,-0.13%,73.85%
12/13/16,,,0.9403,-0.28%,4.01%,,,0.7883,-0.06%,32.78%,,,67.47,0.13%,#VALUE!,,,148.4,0.00%,73.85%
12/14/16,,,0.9384,-0.20%,3.80%,,,0.787,-0.16%,32.61%,,,67.43,-0.06%,#VALUE!,,,148.3,-0.07%,73.78%
12/15/16,,,0.9639,2.72%,6.52%,,,0.8072,2.57%,35.18%,,,67.91,0.71%,#VALUE!,,,148.4,0.07%,73.85%
12/16/16,,,0.9564,-0.78%,5.74%,,,0.8014,-0.72%,34.46%,,,67.82,-0.13%,#VALUE!,,,149.22,0.55%,74.40%
12/19/16,,,0.9575,0.12%,5.86%,,,0.8052,0.47%,34.94%,,,67.83,0.02%,#VALUE!,,,149,-0.15%,74.26%
12/20/16,,,0.9625,0.52%,6.38%,,,0.8092,0.50%,35.43%,,,67.97,0.21%,#VALUE!,,,148.75,-0.17%,74.09%
12/21/16,,,0.9592,-0.34%,6.04%,,,0.8098,0.07%,35.51%,,,67.82,-0.22%,#VALUE!,,,149.05,0.20%,74.29%
12/22/16,,,0.9568,-0.25%,5.79%,,,0.8129,0.38%,35.89%,,,67.86,0.06%,#VALUE!,,,149.6,0.37%,74.66%
12/23/16,,,0.957,0.02%,5.81%,,,0.8162,0.41%,36.30%,,,67.84,-0.03%,#VALUE!,,,149.5,-0.07%,74.59%
12/27/16,,,0.9562,-0.08%,5.72%,,,0.8156,-0.07%,36.22%,,,68.01,0.25%,#VALUE!,,,149.2,-0.20%,74.39%
12/28/16,,,0.9626,0.67%,6.39%,,,0.8182,0.32%,36.54%,,,68.2,0.28%,#VALUE!,,,149.3,0.07%,74.46%
12/29/16,,,0.9537,-0.92%,5.47%,,,0.8172,-0.12%,36.42%,,,67.91,-0.43%,#VALUE!,,,149.6,0.20%,74.66%
12/30/16,,,0.9477,-0.63%,4.84%,,,0.8106,-0.81%,35.61%,,,67.92,0.02%,#VALUE!,,,149.6,0.00%,74.66%
1/3/17,,,0.9601,1.31%,6.15%,,,0.8159,0.65%,36.26%,,,68.37,0.66%,#VALUE!,,,149.8,0.13%,74.79%
1/4/17,,,0.9546,-0.57%,5.58%,,,0.8131,-0.34%,35.92%,,,67.9,-0.69%,#VALUE!,,,149.35,-0.30%,74.49%
1/5/17,,,0.9436,-1.15%,4.42%,,,0.8055,-0.93%,34.99%,,,67.74,-0.24%,#VALUE!,,,149.7,0.23%,74.73%
1/6/17,,,0.947,0.36%,4.78%,,,0.8121,0.82%,35.81%,,,68.12,0.56%,#VALUE!,,,149.7,0.00%,74.73%
1/9/17,,,0.9455,-0.16%,4.63%,,,0.8219,1.21%,37.01%,,,68.08,-0.06%,#VALUE!,,,149.6,-0.07%,74.66%
1/10/17,,,0.9459,0.04%,4.67%,,,0.822,0.01%,37.02%,,,68.25,0.25%,#VALUE!,,,149.6,0.00%,74.66%
1/11/17,,,0.9523,0.68%,5.34%,,,0.8252,0.39%,37.41%,,,68.39,0.21%,#VALUE!,,,149.8,0.13%,74.79%
1/12/17,,,0.9376,-1.54%,3.80%,,,0.8189,-0.76%,36.65%,,,67.99,-0.59%,#VALUE!,,,149.8,0.00%,74.79%
1/13/17,,,0.9412,0.38%,4.18%,,,0.8198,0.11%,36.76%,,,68.16,0.25%,#VALUE!,,,149.8,0.00%,74.79%
1/17/17,,,0.935,-0.66%,3.53%,,,0.8072,-1.54%,35.22%,,,67.9,-0.38%,#VALUE!,,,149.65,-0.10%,74.69%
1/18/17,,,0.9362,0.13%,3.65%,,,0.8124,0.64%,35.87%,,,68.12,0.32%,#VALUE!,,,150.1,0.30%,74.99%
1/19/17,,,0.9407,0.48%,4.13%,,,0.8118,-0.07%,35.79%,,,68.1,-0.03%,#VALUE!,,,149.7,-0.27%,74.73%
1/23/17,,,0.9311,-1.02%,3.11%,,,0.801,-1.33%,34.46%,,,68.11,0.02%,#VALUE!,,,149.9,0.13%,74.86%
1/24/17,,,0.9303,-0.09%,3.03%,,,0.798,-0.37%,34.09%,,,68.12,0.02%,#VALUE!,,,149.95,0.03%,74.89%
1/25/17,,,0.9308,0.05%,3.08%,,,0.7924,-0.70%,33.39%,,,68.04,-0.12%,#VALUE!,,,150.05,0.07%,74.96%
1/26/17,,,0.9372,0.69%,3.77%,,,0.795,0.33%,33.72%,,,68.17,0.19%,#VALUE!,,,150.05,0.00%,74.96%
1/27/17,,,0.9355,-0.18%,3.59%,,,0.798,0.38%,34.09%,,,68.06,-0.16%,#VALUE!,,,150,-0.03%,74.93%
1/30/17,,,0.9362,0.07%,3.66%,,,0.8014,0.43%,34.52%,,,67.8,-0.38%,#VALUE!,,,150.2,0.13%,75.06%
1/31/17,,,0.9264,-1.05%,2.62%,,,0.7946,-0.85%,33.67%,,,67.48,-0.47%,#VALUE!,,,150.1,-0.07%,74.99%
2/1/17,,,0.9295,0.33%,2.95%,,,0.791,-0.45%,33.22%,,,67.4,-0.12%,#VALUE!,,,150.5,0.27%,75.26%
2/2/17,,,0.9258,-0.40%,2.55%,,,0.7974,0.81%,34.03%,,,67.2,-0.30%,#VALUE!,,,150.2,-0.20%,75.06%
2/3/17,,,0.9266,0.09%,2.64%,,,0.7997,0.29%,34.31%,,,67.18,-0.03%,#VALUE!,,,150.2,0.00%,75.06%
2/6/17,,,0.9319,0.57%,3.21%,,,0.8032,0.44%,34.75%,,,67.2,0.03%,#VALUE!,,,150.53,0.22%,75.28%
2/7/17,,,0.9355,0.39%,3.60%,,,0.8009,-0.29%,34.47%,,,67.35,0.22%,#VALUE!,,,150.5,-0.02%,75.26%
2/8/17,,,0.9339,-0.17%,3.43%,,,0.7973,-0.45%,34.02%,,,67.04,-0.46%,#VALUE!,,,150.5,0.00%,75.26%
2/9/17,,,0.9383,0.47%,3.90%,,,0.799,0.21%,34.23%,,,66.71,-0.49%,#VALUE!,,,150.5,0.00%,75.26%
2/10/17,,,0.939,0.07%,3.97%,,,0.7999,0.11%,34.34%,,,66.8,0.14%,#VALUE!,,,150.35,-0.10%,75.16%
2/13/17,,,0.9431,0.44%,4.41%,,,0.7994,-0.06%,34.28%,,,66.99,0.28%,#VALUE!,,,150.45,0.07%,75.23%
2/14/17,,,0.9454,0.24%,4.65%,,,0.8022,0.35%,34.63%,,,66.88,-0.16%,#VALUE!,,,150.43,-0.01%,75.22%
2/15/17,,,0.9437,-0.18%,4.47%,,,0.8022,0.00%,34.63%,,,66.85,-0.05%,#VALUE!,,,150.58,0.10%,75.31%
2/16/17,,,0.9381,-0.59%,3.88%,,,0.8015,-0.09%,34.54%,,,67.12,0.40%,#VALUE!,,,150.6,0.01%,75.33%
2/17/17,,,0.9422,0.44%,4.32%,,,0.8046,0.39%,34.93%,,,67.09,-0.05%,#VALUE!,,,151.13,0.35%,75.68%
2/21/17,,,0.9478,0.59%,4.91%,,,0.8022,-0.30%,34.63%,,,67,-0.13%,#VALUE!,,,151.25,0.08%,75.76%
2/22/17,,,0.9474,-0.04%,4.87%,,,0.8028,0.07%,34.71%,,,66.95,-0.08%,#VALUE!,,,152,0.50%,76.26%
2/23/17,,,0.9446,-0.30%,4.57%,,,0.7969,-0.73%,33.97%,,,66.68,-0.40%,#VALUE!,,,152,0.00%,76.26%
2/24/17,,,0.9452,0.06%,4.64%,,,0.8001,0.40%,34.37%,,,66.68,0.00%,#VALUE!,,,151.85,-0.10%,76.16%
2/27/17,,,0.9413,-0.41%,4.22%,,,0.8017,0.20%,34.57%,,,66.69,0.02%,#VALUE!,,,151.75,-0.07%,76.09%
2/28/17,,,0.9418,0.05%,4.28%,,,0.8047,0.37%,34.95%,,,66.67,-0.03%,#VALUE!,,,151.25,-0.33%,75.76%
3/1/17,,,0.9466,0.51%,4.79%,,,0.8118,0.88%,35.83%,,,66.83,0.24%,#VALUE!,,,151.25,0.00%,75.76%
3/2/17,,,0.9511,0.48%,5.26%,,,0.8152,0.42%,36.25%,,,66.75,-0.12%,#VALUE!,,,151.1,-0.10%,75.66%
3/3/17,,,0.9477,-0.36%,4.91%,,,0.8164,0.15%,36.40%,,,66.76,0.02%,#VALUE!,,,151.1,0.00%,75.66%
3/6/17,,,0.9446,-0.33%,4.58%,,,0.8168,0.05%,36.44%,,,66.64,-0.18%,#VALUE!,,,151,-0.07%,75.60%
3/7/17,,,0.945,0.04%,4.62%,,,0.8191,0.28%,36.73%,,,66.62,-0.03%,#VALUE!,,,151.2,0.13%,75.73%
3/8/17,,,0.9481,0.33%,4.95%,,,0.8229,0.46%,37.19%,,,66.76,0.21%,#VALUE!,,,151,-0.13%,75.60%
3/9/17,,,0.9446,-0.37%,4.58%,,,0.822,-0.11%,37.08%,,,66.64,-0.18%,#VALUE!,,,151.25,0.17%,75.76%
3/10/17,,,0.9375,-0.75%,3.83%,,,0.8225,0.06%,37.14%,,,66.6,-0.06%,#VALUE!,,,151.25,0.00%,75.76%
3/13/17,,,0.9372,-0.03%,3.80%,,,0.8174,-0.62%,36.52%,,,66.15,-0.68%,#VALUE!,,,151.45,0.13%,75.89%
3/14/17,,,0.9394,0.23%,4.03%,,,0.8218,0.54%,37.06%,,,65.76,-0.59%,#VALUE!,,,151.4,-0.03%,75.86%
3/15/17,,,0.9407,0.14%,4.17%,,,0.8182,-0.44%,36.62%,,,65.62,-0.21%,#VALUE!,,,151.6,0.13%,75.99%
3/16/17,,,0.9313,-1.00%,3.17%,,,0.8084,-1.20%,35.42%,,,65.4,-0.34%,#VALUE!,,,151.4,-0.13%,75.86%
3/17/17,,,0.9309,-0.04%,3.13%,,,0.8083,-0.01%,35.41%,,,65.38,-0.03%,#VALUE!,,,151.75,0.23%,76.09%
3/20/17,,,0.9299,-0.11%,3.02%,,,0.8087,0.05%,35.46%,,,65.3,-0.12%,#VALUE!,,,151.98,0.15%,76.24%
3/21/17,,,0.9251,-0.52%,2.50%,,,0.8013,-0.92%,34.55%,,,65.31,0.02%,#VALUE!,,,151.5,-0.32%,75.93%
3/22/17,,,0.9259,0.09%,2.59%,,,0.8015,0.02%,34.57%,,,65.45,0.21%,#VALUE!,,,151.71,0.14%,76.07%
3/23/17,,,0.927,0.12%,2.71%,,,0.7983,-0.40%,34.17%,,,65.41,-0.06%,#VALUE!,,,151.71,0.00%,76.07%
3/24/17,,,0.9254,-0.17%,2.54%,,,0.8006,0.29%,34.46%,,,65.4,-0.02%,#VALUE!,,,151.4,-0.20%,75.86%
3/27/17,,,0.9189,-0.70%,1.83%,,,0.7947,-0.74%,33.72%,,,65.05,-0.54%,#VALUE!,,,151.7,0.20%,76.06%
3/28/17,,,0.9215,0.28%,2.12%,,,0.7998,0.64%,34.36%,,,65.02,-0.05%,#VALUE!,,,151.8,0.07%,76.13%
3/29/17,,,0.9297,0.89%,3.01%,,,0.8057,0.74%,35.10%,,,64.87,-0.23%,#VALUE!,,,152.05,0.16%,76.29%
3/30/17,,,0.9323,0.28%,3.29%,,,0.8007,-0.62%,34.48%,,,64.85,-0.03%,#VALUE!,,,151.98,-0.05%,76.24%
3/31/17,,,0.9348,0.27%,3.55%,,,0.7976,-0.39%,34.09%,,,64.85,0.00%,#VALUE!,,,152.03,0.03%,76.28%
4/3/17,,,0.9385,0.40%,3.95%,,,0.8013,0.46%,34.56%,,,65.03,0.28%,#VALUE!,,,151.75,-0.18%,76.09%
4/4/17,,,0.9377,-0.09%,3.86%,,,0.8041,0.35%,34.91%,,,65.1,0.11%,#VALUE!,,,151.7,-0.03%,76.06%
4/5/17,,,0.938,0.03%,3.90%,,,0.8008,-0.41%,34.50%,,,64.87,-0.35%,#VALUE!,,,151.55,-0.10%,75.96%
4/6/17,,,0.9389,0.10%,3.99%,,,0.8009,0.01%,34.51%,,,64.58,-0.45%,#VALUE!,,,151.7,0.10%,76.06%
4/7/17,,,0.942,0.33%,4.32%,,,0.8066,0.71%,35.22%,,,64.26,-0.50%,#VALUE!,,,151.6,-0.07%,75.99%
4/10/17,,,0.9429,0.10%,4.42%,,,0.8053,-0.16%,35.06%,,,64.55,0.45%,#VALUE!,,,151.37,-0.15%,75.84%
4/11/17,,,0.9422,-0.07%,4.34%,,,0.801,-0.53%,34.53%,,,64.55,0.00%,#VALUE!,,,152.23,0.57%,76.41%
4/12/17,,,0.9424,0.02%,4.36%,,,0.8,-0.12%,34.40%,,,64.68,0.20%,#VALUE!,,,152.13,-0.07%,76.35%
4/13/17,,,0.9407,-0.18%,4.18%,,,0.7986,-0.18%,34.23%,,,64.42,-0.40%,#VALUE!,,,151.98,-0.10%,76.25%
4/14/17,,,0.9412,0.05%,4.24%,,,0.798,-0.08%,34.15%,,,64.42,0.00%,#VALUE!,,,151.83,-0.10%,76.15%
4/17/17,,,0.9381,-0.33%,3.91%,,,0.7945,-0.44%,33.71%,,,64.53,0.17%,#VALUE!,,,151.8,-0.02%,76.13%
4/18/17,,,0.9341,-0.43%,3.48%,,,0.7831,-1.43%,32.28%,,,64.56,0.05%,#VALUE!,,,151.8,0.00%,76.13%
4/19/17,,,0.934,-0.01%,3.47%,,,0.7819,-0.15%,32.12%,,,64.62,0.09%,#VALUE!,,,152,0.13%,76.26%
4/20/17,,,0.9295,-0.48%,2.99%,,,0.7794,-0.32%,31.81%,,,64.61,-0.02%,#VALUE!,,,151.95,-0.03%,76.23%
4/21/17,,,0.9351,0.60%,3.59%,,,0.7823,0.37%,32.18%,,,64.65,0.06%,#VALUE!,,,152,0.03%,76.26%
4/24/17,,,0.922,-1.40%,2.19%,,,0.7823,0.00%,32.18%,,,64.48,-0.26%,#VALUE!,,,152,0.00%,76.26%
4/25/17,,,0.914,-0.87%,1.32%,,,0.7791,-0.41%,31.77%,,,64.32,-0.25%,#VALUE!,,,151.75,-0.16%,76.10%
4/26/17,,,0.9198,0.63%,1.96%,,,0.7789,-0.03%,31.74%,,,64.08,-0.37%,#VALUE!,,,151.9,0.10%,76.19%
4/27/17,,,0.9205,0.08%,2.03%,,,0.7759,-0.39%,31.36%,,,64.14,0.09%,#VALUE!,,,152.1,0.13%,76.33%
4/28/17,,,0.9179,-0.28%,1.75%,,,0.7729,-0.39%,30.97%,,,64.27,0.20%,#VALUE!,,,152.1,0.00%,76.33%
5/1/17,,,0.9164,-0.16%,1.59%,,,0.7742,0.17%,31.14%,,,64.25,-0.03%,#VALUE!,,,151.95,-0.10%,76.23%
5/2/17,,,0.9166,0.02%,1.61%,,,0.7739,-0.04%,31.10%,,,64.16,-0.14%,#VALUE!,,,151.95,0.00%,76.23%
5/3/17,,,0.9158,-0.09%,1.52%,,,0.7742,0.04%,31.14%,,,64.17,0.02%,#VALUE!,,,151.86,-0.06%,76.17%
5/4/17,,,0.9118,-0.44%,1.09%,,,0.7746,0.05%,31.19%,,,64.22,0.08%,#VALUE!,,,152.25,0.26%,76.43%
5/5/17,,,0.9094,-0.26%,0.82%,,,0.7722,-0.31%,30.88%,,,64.31,0.14%,#VALUE!,,,152.25,0.00%,76.43%
5/8/17,,,0.9151,0.63%,1.45%,,,0.7727,0.06%,30.95%,,,64.32,0.02%,#VALUE!,,,152.15,-0.07%,76.36%
5/9/17,,,0.9195,0.48%,1.93%,,,0.7729,0.03%,30.97%,,,64.66,0.53%,#VALUE!,,,152.2,0.03%,76.39%
5/10/17,,,0.9197,0.02%,1.95%,,,0.7729,0.00%,30.97%,,,64.53,-0.20%,#VALUE!,,,152.05,-0.10%,76.29%
5/11/17,,,0.92,0.03%,1.98%,,,0.7761,0.41%,31.39%,,,64.43,-0.16%,#VALUE!,,,152.01,-0.03%,76.27%
5/12/17,,,0.9152,-0.52%,1.46%,,,0.7764,0.04%,31.42%,,,64.24,-0.30%,#VALUE!,,,152.4,0.26%,76.52%
5/15/17,,,0.9108,-0.48%,0.98%,,,0.7742,-0.28%,31.14%,,,64.04,-0.31%,#VALUE!,,,152.4,0.00%,76.52%
5/16/17,,,0.9032,-0.83%,0.15%,,,0.7745,0.04%,31.18%,,,64.03,-0.02%,#VALUE!,,,152.6,0.13%,76.66%
5/17/17,,,0.8981,-0.56%,-0.42%,,,0.7726,-0.25%,30.93%,,,64.11,0.13%,#VALUE!,,,152.55,-0.03%,76.62%
5/18/17,,,0.8985,0.04%,-0.37%,,,0.7687,-0.50%,30.43%,,,64.87,1.19%,#VALUE!,,,152.6,0.03%,76.66%
5/19/17,,,0.8937,-0.53%,-0.91%,,,0.7682,-0.07%,30.36%,,,64.56,-0.48%,#VALUE!,,,152.4,-0.13%,76.52%
5/22/17,,,0.89,-0.41%,-1.32%,,,0.7689,0.09%,30.46%,,,64.53,-0.05%,#VALUE!,,,152.7,0.20%,76.72%
5/23/17,,,0.893,0.34%,-0.98%,,,0.7702,0.17%,30.62%,,,64.85,0.50%,#VALUE!,,,152.65,-0.03%,76.69%
5/24/17,,,0.8949,0.21%,-0.77%,,,0.7731,0.38%,31.00%,,,64.74,-0.17%,#VALUE!,,,152.6,-0.03%,76.66%
5/25/17,,,0.8914,-0.39%,-1.16%,,,0.772,-0.14%,30.86%,,,64.55,-0.29%,#VALUE!,,,152.78,0.12%,76.77%
5/26/17,,,0.8953,0.44%,-0.73%,,,0.7816,1.24%,32.10%,,,64.5,-0.08%,#VALUE!,,,152.75,-0.02%,76.75%
5/30/17,,,0.8942,-0.12%,-0.85%,,,0.7777,-0.50%,31.60%,,,64.66,0.25%,#VALUE!,,,152.75,0.00%,76.75%
5/31/17,,,0.89,-0.47%,-1.32%,,,0.7749,-0.36%,31.24%,,,64.5,-0.25%,#VALUE!,,,152.75,0.00%,76.75%
6/1/17,,,0.8917,0.19%,-1.13%,,,0.7756,0.09%,31.33%,,,64.39,-0.17%,#VALUE!,,,152.7,-0.03%,76.72%
6/2/17,,,0.8873,-0.49%,-1.62%,,,0.7761,0.06%,31.40%,,,64.41,0.03%,#VALUE!,,,151.85,-0.56%,76.16%
6/5/17,,,0.8889,0.18%,-1.44%,,,0.7742,-0.24%,31.15%,,,64.34,-0.11%,#VALUE!,,,152.6,0.49%,76.66%
6/6/17,,,0.8876,-0.15%,-1.59%,,,0.7751,0.12%,31.27%,,,64.42,0.12%,#VALUE!,,,152.5,-0.07%,76.59%
6/7/17,,,0.89,0.27%,-1.32%,,,0.7727,-0.31%,30.96%,,,64.39,-0.05%,#VALUE!,,,152.7,0.13%,76.72%
6/8/17,,,0.8915,0.17%,-1.15%,,,0.7729,0.03%,30.99%,,,64.24,-0.23%,#VALUE!,,,151.91,-0.52%,76.21%
6/9/17,,,0.8937,0.25%,-0.90%,,,0.7851,1.58%,32.56%,,,64.24,0.00%,#VALUE!,,,152.73,0.54%,76.75%
6/12/17,,,0.8925,-0.13%,-1.03%,,,0.79,0.62%,33.19%,,,64.48,0.37%,#VALUE!,,,152.02,-0.46%,76.28%
6/13/17,,,0.8933,0.09%,-0.95%,,,0.785,-0.63%,32.56%,,,64.33,-0.23%,#VALUE!,,,152.75,0.48%,76.76%
6/14/17,,,0.8868,-0.73%,-1.67%,,,0.7808,-0.54%,32.02%,,,64.23,-0.16%,#VALUE!,,,152.7,-0.03%,76.73%
6/15/17,,,0.8967,1.12%,-0.56%,,,0.7832,0.31%,32.33%,,,64.58,0.55%,#VALUE!,,,152.9,0.13%,76.86%
6/16/17,,,0.8933,-0.38%,-0.94%,,,0.7826,-0.08%,32.25%,,,64.5,-0.12%,#VALUE!,,,152.8,-0.07%,76.79%
6/19/17,,,0.8961,0.31%,-0.62%,,,0.7847,0.27%,32.52%,,,64.45,-0.08%,#VALUE!,,,153.1,0.20%,76.99%
6/20/17,,,0.899,0.32%,-0.30%,,,0.7919,0.92%,33.44%,,,64.54,0.14%,#VALUE!,,,153.15,0.03%,77.02%
6/21/17,,,0.8974,-0.18%,-0.48%,,,0.7895,-0.30%,33.13%,,,64.52,-0.03%,#VALUE!,,,153.1,-0.03%,76.99%
6/22/17,,,0.897,-0.04%,-0.52%,,,0.79,0.06%,33.20%,,,64.6,0.12%,#VALUE!,,,153.1,0.00%,76.99%
6/23/17,,,0.8932,-0.42%,-0.94%,,,0.7857,-0.54%,32.65%,,,64.47,-0.20%,#VALUE!,,,153.25,0.10%,77.09%
6/26/17,,,0.8932,0.00%,-0.94%,,,0.7854,-0.04%,32.61%,,,64.43,-0.06%,#VALUE!,,,152.62,-0.41%,76.68%
6/27/17,,,0.885,-0.92%,-1.86%,,,0.7818,-0.46%,32.16%,,,64.47,0.06%,#VALUE!,,,153.2,0.38%,77.06%
6/28/17,,,0.88,-0.56%,-2.43%,,,0.773,-1.13%,31.03%,,,64.55,0.12%,#VALUE!,,,153.25,0.03%,77.09%
6/29/17,,,0.8757,-0.49%,-2.92%,,,0.7702,-0.36%,30.67%,,,64.66,0.17%,#VALUE!,,,153.4,0.10%,77.19%
6/30/17,,,0.8763,0.07%,-2.85%,,,0.7695,-0.09%,30.58%,,,64.62,-0.06%,#VALUE!,,,153.45,0.03%,77.22%
7/3/17,,,0.8797,0.39%,-2.46%,,,0.7721,0.34%,30.92%,,,64.84,0.34%,#VALUE!,,,153.5,0.03%,77.25%
7/5/17,,,0.8821,0.27%,-2.19%,,,0.7732,0.14%,31.06%,,,64.8,-0.06%,#VALUE!,,,153.6,0.07%,77.32%
7/6/17,,,0.8765,-0.63%,-2.82%,,,0.7712,-0.26%,30.80%,,,64.72,-0.12%,#VALUE!,,,153.4,-0.13%,77.19%
7/7/17,,,0.8775,0.11%,-2.71%,,,0.7764,0.67%,31.47%,,,64.62,-0.16%,#VALUE!,,,153.55,0.10%,77.29%
7/10/17,,,0.8775,0.00%,-2.71%,,,0.7762,-0.03%,31.45%,,,64.45,-0.26%,#VALUE!,,,153.6,0.03%,77.32%
7/11/17,,,0.8749,-0.30%,-3.00%,,,0.7781,0.24%,31.69%,,,64.54,0.14%,#VALUE!,,,153.7,0.07%,77.38%
